circuit,model,p,regime,method,ideal,mu,sd,ci_lo,ci_hi,err,err_noisy,impr
qft,combined,0.024,mid,richardson,1.0,0.8828125000000001,0.13550615532702018,0.8151041666666666,0.9488281250000002,0.11718749999999989,0.37174479166666663,0.6847635726795099
qft,combined,0.024,mid,linear,1.0,0.7808593750000001,0.03683829780520784,0.7616731770833336,0.8003038194444445,0.21914062499999987,0.37174479166666663,0.4105078809106833
qft,combined,0.03,mid,richardson,1.0,0.7881510416666667,0.11724795894116084,0.7279947916666667,0.8441536458333334,0.21184895833333328,0.42161458333333335,0.4975293390982089
qft,combined,0.03,mid,linear,1.0,0.7211371527777778,0.03482974887206521,0.7042469618055556,0.7386284722222224,0.2788628472222222,0.42161458333333335,0.33858348774963976
qft,combined,0.036,mid,richardson,1.0,0.8233072916666669,0.13129468691979956,0.75572265625,0.8931054687500006,0.17669270833333306,0.47109375,0.6249309010503046
qft,combined,0.036,mid,linear,1.0,0.6793836805555558,0.036548025420444885,0.6621950954861113,0.6993532986111112,0.32061631944444424,0.47109375,0.31942141146121283
qft,combined,0.042,mid,richardson,1.0,0.7665364583333337,0.15184189954224545,0.6930826822916668,0.8427115885416672,0.23346354166666627,0.515234375,0.5468789486985097
qft,combined,0.042,mid,linear,1.0,0.635980902777778,0.049468238620205295,0.6123632812500001,0.6607649739583333,0.36401909722222203,0.515234375,0.2934883329121392
qft,combined,0.048,mid,richardson,1.0,0.8261718750000004,0.15720573587476766,0.7498665364583336,0.9115917968750008,0.17382812499999956,0.5529947916666667,0.6856604662114442
qft,combined,0.048,mid,linear,1.0,0.614279513888889,0.04040856885097167,0.5944444444444447,0.6341579861111112,0.385720486111111,0.5529947916666667,0.302488030766816
qft,combined,0.06,high,richardson,1.0,0.7756510416666677,0.1504656310972482,0.7002604166666673,0.8494856770833346,0.22434895833333235,0.6184895833333333,0.6372631578947384
qft,combined,0.06,high,linear,1.0,0.5175781250000001,0.041020102819944206,0.49544162326388885,0.5378938802083333,0.4824218749999999,0.6184895833333333,0.22000000000000008
qft,combined,0.075,high,richardson,1.0,0.6449218750000006,0.13306922185836087,0.5833235677083338,0.7153645833333341,0.35507812499999936,0.716015625,0.5040916530278242
qft,combined,0.075,high,linear,1.0,0.41349826388888894,0.03554780239768392,0.39526909722222225,0.43047200520833345,0.5865017361111111,0.716015625,0.18088137237073412
qft,combined,0.09,high,richardson,1.0,0.6083333333333342,0.10015264093644859,0.5542871093750007,0.6563899739583345,0.39166666666666583,0.7712239583333333,0.49214924869154253
qft,combined,0.09,high,linear,1.0,0.30868055555555557,0.058390787884398374,0.27933268229166675,0.3398914930555556,0.6913194444444444,0.7712239583333333,0.10360740615679002
qft,combined,0.105,high,richardson,1.0,0.4977864583333341,0.1328639350973998,0.4354134114583338,0.5678385416666676,0.5022135416666659,0.8158854166666667,0.3844557931694871
qft,combined,0.105,high,linear,1.0,0.27543402777777787,0.04858793160156823,0.25047634548611114,0.2999131944444445,0.7245659722222222,0.8158854166666667,0.1119268007234813
qft,combined,0.12,high,richardson,1.0,0.3391927083333338,0.14264618571502452,0.267965494791667,0.41106770833333395,0.6608072916666662,0.858984375,0.23071092921024766
qft,combined,0.12,high,linear,1.0,0.19960937500000003,0.0660272237372603,0.16861653645833335,0.23624348958333335,0.8003906249999999,0.858984375,0.06821282401091418
qft,combined,0.135,high,richardson,1.0,0.3046875000000005,0.1472005064361268,0.23397135416666692,0.37996093750000065,0.6953124999999996,0.8966145833333333,0.2245135056636659
qft,combined,0.135,high,linear,1.0,0.1842013888888889,0.03829576405064416,0.16523437500000002,0.20321289062500003,0.8157986111111111,0.8966145833333333,0.09013457256268761
qft,combined,0.15,high,richardson,1.0,0.24895833333333375,0.1926192784093294,0.15064453125000007,0.3470084635416673,0.7510416666666663,0.8984375,0.16405797101449318
qft,combined,0.15,high,linear,1.0,0.12400173611111115,0.035543032666099206,0.10529296875000003,0.14175455729166667,0.8759982638888888,0.8984375,0.024975845410628125
depth_d5,depolar,0.001,low,richardson,-0.567578125,-0.5160156249999994,0.06912775009598789,-0.5527343749999996,-0.48020507812499924,0.05156250000000062,0.04010416666666672,-0.2857142857142996
depth_d5,depolar,0.001,low,linear,-0.567578125,-0.5347656250000001,0.05273024889550755,-0.5617632378472224,-0.5075520833333335,0.03281249999999991,0.04010416666666672,0.1818181818181851
depth_d5,depolar,0.002333,low,richardson,-0.548046875,-0.5554687499999997,0.09865839963078878,-0.6070377604166666,-0.5040332031249994,0.007421874999999689,0.03515625,0.7888888888888977
depth_d5,depolar,0.002333,low,linear,-0.548046875,-0.5260416666666669,0.037217723770719933,-0.5445323350694447,-0.5063335503472224,0.022005208333333193,0.03515625,0.37407407407407806
depth_d5,depolar,0.003667,low,richardson,-0.54609375,-0.5450520833333331,0.11398949456841148,-0.6032649739583332,-0.4912760416666662,0.0010416666666669405,0.05013020833333337,0.9792207792207738
depth_d5,depolar,0.003667,low,linear,-0.54609375,-0.5497829861111113,0.027239038372673524,-0.5639756944444446,-0.535588107638889,0.0036892361111112715,0.05013020833333337,0.9264069264069232
depth_d5,depolar,0.005,low,richardson,-0.54140625,-0.5533854166666663,0.12651399747917147,-0.616689453125,-0.4886588541666664,0.011979166666666319,0.048828125,0.7546666666666738
depth_d5,depolar,0.005,low,linear,-0.54140625,-0.5381510416666669,0.04476579416699339,-0.5597656250000003,-0.5154513888888891,0.0032552083333330373,0.048828125,0.9333333333333393
depth_d5,depolar,0.006333,low,richardson,-0.537890625,-0.5692708333333331,0.1036834495182,-0.6184928385416668,-0.5131510416666665,0.031380208333333104,0.06562499999999993,0.5218253968253999
depth_d5,depolar,0.006333,low,linear,-0.537890625,-0.5460069444444445,0.04192335394329226,-0.5661024305555558,-0.5250412326388889,0.008116319444444575,0.06562499999999993,0.8763227513227492
depth_d5,depolar,0.007667,low,richardson,-0.548046875,-0.5325520833333333,0.12198443159538601,-0.5916666666666668,-0.4690039062499998,0.015494791666666785,0.08867187500000007,0.8252569750367095
depth_d5,depolar,0.007667,low,linear,-0.548046875,-0.5263454861111112,0.029926081512572665,-0.5394097222222224,-0.5098513454861113,0.02170138888888884,0.08867187500000007,0.7552618697993154
depth_d5,depolar,0.009,low,richardson,-0.554296875,-0.5871093749999999,0.1374733638973385,-0.6602897135416667,-0.5199153645833331,0.03281249999999991,0.10091145833333337,0.6748387096774203
depth_d5,depolar,0.009,low,linear,-0.554296875,-0.518967013888889,0.027860594319006483,-0.5330794270833336,-0.5053363715277779,0.03532986111111103,0.10091145833333337,0.6498924731182806
depth_d5,depolar,0.012,mid,richardson,-0.53984375,-0.5497395833333332,0.13518083430875025,-0.6157552083333334,-0.4854069010416665,0.009895833333333215,0.10820312499999996,0.9085439229843573
depth_d5,depolar,0.012,mid,linear,-0.53984375,-0.5083767361111112,0.042804601937179415,-0.529169921875,-0.4861534288194446,0.03146701388888873,0.10820312499999996,0.7091857200160463
depth_d5,depolar,0.018,mid,richardson,-0.53203125,-0.5579427083333335,0.11788565183991767,-0.6214876302083335,-0.5002571614583334,0.025911458333333526,0.16249999999999998,0.8405448717948706
depth_d5,depolar,0.018,mid,linear,-0.53203125,-0.46618923611111124,0.04248628726160766,-0.4865093315972223,-0.44504991319444454,0.06584201388888872,0.16249999999999998,0.5948183760683771
depth_d5,depolar,0.024,mid,richardson,-0.52734375,-0.5333333333333335,0.11094361289887603,-0.5936197916666671,-0.4768164062500001,0.005989583333333548,0.18125000000000002,0.9669540229885045
depth_d5,depolar,0.024,mid,linear,-0.52734375,-0.4365451388888889,0.053124290799550895,-0.46245768229166684,-0.4102788628472223,0.0907986111111111,0.18125000000000002,0.4990421455938699
depth_d5,depolar,0.03,mid,richardson,-0.535546875,-0.522916666666667,0.14215112763572357,-0.5927148437500007,-0.44843750000000004,0.012630208333332948,0.23971354166666664,0.9473112438891923
depth_d5,depolar,0.03,mid,linear,-0.535546875,-0.3914496527777779,0.053431164059711926,-0.41857747395833356,-0.36510416666666673,0.1440972222222221,0.23971354166666664,0.39887742169111035
depth_d5,depolar,0.036,mid,richardson,-0.558984375,-0.4360677083333336,0.13977147418432648,-0.5095214843750006,-0.3687467447916667,0.1229166666666664,0.28971354166666663,0.5757303370786525
depth_d5,depolar,0.036,mid,linear,-0.558984375,-0.3472222222222223,0.04200348528216162,-0.3679275173611112,-0.3264290364583334,0.21176215277777766,0.28971354166666663,0.26906367041198537
depth_d5,depolar,0.042,mid,richardson,-0.565234375,-0.44817708333333367,0.11773065676038967,-0.5100260416666671,-0.3908821614583336,0.11705729166666629,0.3373697916666666,0.6530297182555008
depth_d5,depolar,0.042,mid,linear,-0.565234375,-0.3360677083333334,0.0413987425496631,-0.3556857638888889,-0.31397569444444445,0.22916666666666657,0.3373697916666666,0.32072558857583955
depth_d5,depolar,0.048,mid,richardson,-0.55234375,-0.4033854166666671,0.13964295893002535,-0.47501302083333397,-0.3374967447916668,0.14895833333333292,0.33958333333333335,0.5613496932515349
depth_d5,depolar,0.048,mid,linear,-0.55234375,-0.3045138888888889,0.04988722150320073,-0.3290006510416667,-0.27773111979166665,0.2478298611111111,0.33958333333333335,0.2701942740286299
depth_d5,depolar,0.06,high,richardson,-0.546484375,-0.32695312500000034,0.19791084147129284,-0.4234570312500006,-0.22434244791666677,0.21953124999999968,0.3798177083333334,0.42200891326705614
depth_d5,depolar,0.06,high,linear,-0.546484375,-0.2400607638888889,0.050809324207830235,-0.26749348958333335,-0.21375651041666674,0.30642361111111116,0.3798177083333334,0.19323505885041709
depth_d5,depolar,0.075,high,richardson,-0.54296875,-0.2503906250000003,0.13140182191310532,-0.3175813802083339,-0.18528320312500016,0.2925781249999997,0.419140625,0.30195712954333714
depth_d5,depolar,0.075,high,linear,-0.54296875,-0.17504340277777777,0.059006008547067786,-0.20265299479166665,-0.14322808159722222,0.36792534722222225,0.419140625,0.1221911566739152
depth_d5,depolar,0.09,high,richardson,-0.54296875,-0.22825520833333374,0.07002932948306191,-0.2654947916666671,-0.19283528645833364,0.31471354166666626,0.4565104166666667,0.3106103822019405
depth_d5,depolar,0.09,high,linear,-0.54296875,-0.10750868055555557,0.043569471562524775,-0.1279969618055556,-0.08406684027777782,0.43546006944444443,0.4565104166666667,0.046111428028142325
depth_d5,depolar,0.105,high,richardson,-0.552734375,-0.16783854166666692,0.12774386485730205,-0.22864583333333377,-0.10389322916666682,0.3848958333333331,0.48203125,0.20151269584008696
depth_d5,depolar,0.105,high,linear,-0.552734375,-0.08763020833333333,0.04967341257319318,-0.11037326388888889,-0.06032769097222225,0.46510416666666665,0.48203125,0.03511615343057814
depth_d5,depolar,0.12,high,richardson,-0.531640625,-0.1343750000000002,0.1138795264719662,-0.19297526041666704,-0.07721028645833333,0.3972656249999998,0.4911458333333333,0.1911452810180279
depth_d5,depolar,0.12,high,linear,-0.531640625,-0.08320312499999999,0.04960305214518614,-0.10907769097222221,-0.05772569444444446,0.4484375,0.4911458333333333,0.08695652173913036
depth_d5,depolar,0.135,high,richardson,-0.540625,-0.15755208333333362,0.10927186978178652,-0.21588867187500047,-0.09947916666666683,0.38307291666666643,0.50625,0.24331275720164652
depth_d5,depolar,0.135,high,linear,-0.540625,-0.04088541666666667,0.03481232883003667,-0.05872721354166666,-0.023089192708333345,0.49973958333333335,0.50625,0.012860082304526677
depth_d5,depolar,0.15,high,richardson,-0.53046875,-0.03776041666666673,0.13952963635996177,-0.10742838541666691,0.029970703124999994,0.4927083333333333,0.5071614583333334,0.028498074454428885
depth_d5,depolar,0.15,high,linear,-0.53046875,-0.02643229166666667,0.04602933646641231,-0.05151909722222223,-0.004552951388888914,0.5040364583333333,0.5071614583333334,0.006161745827984683
depth_d5,combined,0.001,low,richardson,-0.52734375,-0.46914062499999953,0.11488006086965975,-0.527220052083333,-0.40872395833333275,0.058203125000000466,0.04453125000000002,-0.30701754385965896
depth_d5,combined,0.001,low,linear,-0.52734375,-0.49913194444444464,0.0263455218629631,-0.5121538628472224,-0.48606770833333357,0.028211805555555358,0.04453125000000002,0.3664717348927923
depth_d5,combined,0.002333,low,richardson,-0.531640625,-0.46093749999999944,0.09530236028715224,-0.5123763020833332,-0.41366861979166586,0.07070312500000053,0.07760416666666664,0.08892617449663713
depth_d5,combined,0.002333,low,linear,-0.531640625,-0.47751736111111137,0.0468345134441117,-0.5019986979166668,-0.4552506510416668,0.054123263888888606,0.07760416666666664,0.30257270693512645
depth_d5,combined,0.003667,low,richardson,-0.53984375,-0.4596354166666663,0.10597550582187126,-0.5122428385416664,-0.40584635416666615,0.08020833333333366,0.08164062499999997,0.017543859649118417
depth_d5,combined,0.003667,low,linear,-0.53984375,-0.48745659722222245,0.03975618631009311,-0.5093315972222223,-0.46809787326388913,0.0523871527777775,0.08164062499999997,0.358320042530572
depth_d5,combined,0.005,low,richardson,-0.5546875,-0.5881510416666667,0.09050893549541916,-0.6339876302083336,-0.5425748697916665,0.03346354166666665,0.09596354166666665,0.6512890094979649
depth_d5,combined,0.005,low,linear,-0.5546875,-0.46558159722222237,0.03177178201376573,-0.48190212673611127,-0.4489127604166668,0.08910590277777763,0.09596354166666665,0.07146087743102804
depth_d5,combined,0.006333,low,richardson,-0.533203125,-0.4460937499999995,0.1284730726792424,-0.5096386718749998,-0.37864257812499935,0.08710937500000049,0.08932291666666664,0.024781341107865968
depth_d5,combined,0.006333,low,linear,-0.533203125,-0.5028211805555557,0.03524749176718395,-0.5204014756944446,-0.4855447048611112,0.03038194444444431,0.08932291666666664,0.6598639455782327
depth_d5,combined,0.007667,low,richardson,-0.519140625,-0.5777343750000001,0.155996213166011,-0.6527376302083335,-0.4964615885416667,0.05859375000000011,0.10065104166666666,0.4178525226390674
depth_d5,combined,0.007667,low,linear,-0.519140625,-0.5084635416666669,0.048669592178645284,-0.530773654513889,-0.48194227430555564,0.01067708333333317,0.10065104166666666,0.8939197930142319
depth_d5,combined,0.009,low,richardson,-0.532421875,-0.5036458333333332,0.10687209375109637,-0.5601595052083334,-0.4541601562499997,0.028776041666666807,0.11783854166666669,0.7558011049723745
depth_d5,combined,0.009,low,linear,-0.532421875,-0.4714843750000002,0.03749020295442072,-0.48975694444444445,-0.4521267361111113,0.06093749999999987,0.11783854166666669,0.4828729281767968
depth_d5,combined,0.012,mid,richardson,-0.544921875,-0.4584635416666665,0.10898943076186435,-0.51484375,-0.40078124999999964,0.08645833333333353,0.153125,0.4353741496598627
depth_d5,combined,0.012,mid,linear,-0.544921875,-0.47769097222222245,0.05084434885580689,-0.503820529513889,-0.4524674479166669,0.06723090277777755,0.153125,0.5609410430839018
depth_d5,combined,0.018,mid,richardson,-0.558203125,-0.5417968750000001,0.13309329997184663,-0.6109375000000004,-0.4740852864583333,0.016406249999999956,0.1955729166666667,0.9161118508655129
depth_d5,combined,0.018,mid,linear,-0.558203125,-0.4377604166666667,0.04946077417658347,-0.4613292100694445,-0.4121495225694446,0.12044270833333331,0.1955729166666667,0.3841544607190415
depth_d5,combined,0.024,mid,richardson,-0.541015625,-0.49843750000000026,0.09662265521087722,-0.5487011718750003,-0.45247395833333354,0.042578124999999745,0.24010416666666667,0.8226681127982657
depth_d5,combined,0.024,mid,linear,-0.541015625,-0.41019965277777787,0.04354326222599354,-0.4316427951388889,-0.3884516059027778,0.13081597222222213,0.24010416666666667,0.4551699204627625
depth_d5,combined,0.03,mid,richardson,-0.536328125,-0.4273437500000002,0.10948933755878963,-0.4841276041666671,-0.3740885416666668,0.10898437499999986,0.25000000000000006,0.5640625000000007
depth_d5,combined,0.03,mid,linear,-0.536328125,-0.3758680555555556,0.03193836983682353,-0.39214952256944446,-0.3604134114583334,0.16046006944444446,0.25000000000000006,0.3581597222222223
depth_d5,combined,0.036,mid,richardson,-0.551953125,-0.4639322916666669,0.11649287767518327,-0.519010416666667,-0.40273437500000014,0.08802083333333316,0.304296875,0.7107402652973904
depth_d5,combined,0.036,mid,linear,-0.551953125,-0.3163194444444445,0.0465494741080676,-0.3419292534722223,-0.29422417534722234,0.23563368055555556,0.304296875,0.22564541434888039
depth_d5,combined,0.042,mid,richardson,-0.555859375,-0.4552083333333338,0.14408268417291634,-0.5286490885416674,-0.3803222656250003,0.10065104166666622,0.3330729166666667,0.6978107896794384
depth_d5,combined,0.042,mid,linear,-0.555859375,-0.29522569444444446,0.038560772838719976,-0.31506401909722226,-0.27647460937500007,0.2606336805555556,0.3330729166666667,0.2174876205368778
depth_d5,combined,0.048,mid,richardson,-0.545703125,-0.4343750000000005,0.1300255227099268,-0.5022200520833341,-0.3679394531250005,0.11132812499999944,0.35859374999999993,0.6895424836601322
depth_d5,combined,0.048,mid,linear,-0.545703125,-0.27960069444444446,0.04972859886951061,-0.3062065972222222,-0.25750868055555565,0.2661024305555555,0.35859374999999993,0.25792786250302596
depth_d5,combined,0.06,high,richardson,-0.558203125,-0.2852864583333335,0.17231015384112924,-0.3730468750000005,-0.2003776041666667,0.27291666666666653,0.4100260416666667,0.3343918704350591
depth_d5,combined,0.06,high,linear,-0.558203125,-0.21414930555555556,0.040086736005786355,-0.23355251736111116,-0.19434787326388894,0.34405381944444446,0.4100260416666667,0.16089763946226313
depth_d5,combined,0.075,high,richardson,-0.56328125,-0.3091145833333338,0.15595099428781392,-0.3829492187500007,-0.22812174479166694,0.25416666666666615,0.4451822916666666,0.42907282831237314
depth_d5,combined,0.075,high,linear,-0.56328125,-0.17790798611111117,0.04103144444339605,-0.19804687499999998,-0.15742078993055558,0.3853732638888888,0.4451822916666666,0.13434727503168575
depth_d5,combined,0.09,high,richardson,-0.549609375,-0.17773437500000017,0.10064186097090796,-0.22565755208333366,-0.12864257812500007,0.3718749999999998,0.45833333333333326,0.18863636363636396
depth_d5,combined,0.09,high,linear,-0.549609375,-0.11189236111111112,0.04101656653093353,-0.13316514756944442,-0.09144856770833334,0.43771701388888884,0.45833333333333326,0.04498106060606056
depth_d5,combined,0.105,high,richardson,-0.51640625,-0.1574218750000002,0.1278420401885993,-0.22839518229166716,-0.09426432291666671,0.35898437499999974,0.45234374999999993,0.20639032815198663
depth_d5,combined,0.105,high,linear,-0.51640625,-0.07686631944444447,0.05366756543586532,-0.10234700520833336,-0.04830729166666668,0.4395399305555555,0.45234374999999993,0.02830550758011893
depth_d5,combined,0.12,high,richardson,-0.533984375,-0.10598958333333354,0.13133070951832593,-0.17356770833333368,-0.042574869791666685,0.42799479166666643,0.49244791666666665,0.1308831306187207
depth_d5,combined,0.12,high,linear,-0.533984375,-0.07131076388888889,0.0285310463226135,-0.08494140625000002,-0.05615451388888894,0.46267361111111105,0.49244791666666665,0.06046183677066817
depth_d5,combined,0.135,high,richardson,-0.54453125,-0.08372395833333342,0.1015020519898971,-0.1375065104166669,-0.03631835937500001,0.4608072916666666,0.511328125,0.09880315762668718
depth_d5,combined,0.135,high,linear,-0.54453125,-0.04231770833333334,0.038828873115790134,-0.06193684895833334,-0.023696831597222228,0.5022135416666667,0.511328125,0.017825311942959072
depth_d5,combined,0.15,high,richardson,-0.5375,-0.07291666666666684,0.0992337860435385,-0.12330729166666697,-0.0252343750000002,0.4645833333333331,0.5264322916666666,0.11748701459312422
depth_d5,combined,0.15,high,linear,-0.5375,-0.016796875000000003,0.04987630732384597,-0.04192708333333333,0.00842122395833332,0.5207031249999999,0.5264322916666666,0.010883007667573599
